ID;MeetingDate;TaskID;Priority;TaskTopic;TaskDescription;Participants;FollowUp;ResponsibleDepartment;ResponsibleStaffMember;Beginning;ExpectedTermination;Status;StatusText;CurrentUser
91;2014-02-24 00:00:00.000;1;A;"Internal commnication problem
loss due to incorrect handling and inproper communication by our Foreign dep and Treasury dep

";"5 FX deals concluded by Foreign Dep. were reversed by decision of Foreign Dep. on 21.02.2014, which created a loss of RMB 1,33 mil.

The Marketing II received the phone call from Fujian branch on 13.02.2014 about FRP inquiry for the following customers
client	                   value date	tenor	maturity date  currency amount               margin	fixed date
fangxing--dongying	2014-2-21	136	2014-7-7	        USD	 2,063,387.26   	200	2014-2-18
xihe--quanzhou	 2014-2-24	182	2014-8-25          USD	 3,000,000.00   	200	2014-2-18
justsun--quanzhou	2014-2-25	182	2014-8-26	        USD	 7,000,000.00   	200	2014-2-13
justsun-quanzhou      2014-2-25  182              2014-8-26	        USD	 5,000,000.00   	200	2014-2-18
lianhua--quanzhou	2014-2-26	184	2014-8-29	        USD	 3,000,000.00   	200	2014-2-18

Foreign Dept informed the mainland branch about the aformentioned deals and supervise the receive of MT799 from mainland branch, after receiving the MT799 and they should transfer it continully to the Credit Administration to get signature and pay out.  
Due to the external audit carried out by DBB on the order of BaFin, Foreign Dept were informed that we should stop all FRP and Authorized payment business. Foreign Dept got impression that those already concluded deals should be reversed and stopped.  Instead of avoiding a forseeable loss by asking Senior Management's final decision in this matter, Foreign Dept deceided on their own  without prior final approval of Senior Management.

the following must be done:
---------The certian procedure must be obeyed internally. 
---------Nobody signed for the approval. The communication through email is not enough. 
---------Check the procedure and modify the procedure";"Biao Li Karl Sternheimer Bo Xiong 
Paolo Nieli Jin Wang
Joachim Ott Dong Fu Fantao Fu
Wolfgang Breunig
Maoyuan Yu
Xiaodong Wang 
 Weihua Lv
Ping Li 
Gilhaus

Ran Zhi";NULL;ALL;ALL;2014-02-24 00:00:00.000;2014-03-10 00:00:00.000;STILL PENDING;NULL;NULL
92;2014-02-24 00:00:00.000;2;A;"Special audit according to §44 KWG
";"Bundesbank audit head Mr. Scheblein hinted not to accept CCB mainland guarantees as a collateral. Such a treatment would have a heavy negative impact to our  exisiting business model (authorized payment and FRP, bilateral loans). Therefore SM in close cooperation with KPMG experts issued a letter to Buba audit head and defended the bank's position.
CCB Guarantee will not be accepted by the auditors. Regarding to the risk bearing capacity, we have to increase the dotation capital quickly or decrease our business, e.g. Authorized payments and FRPs.  We will prepare a letter to BaFin in cooperation with KPMG to argue for the acceptance of the CCB guarantee.
";NULL;"+++ Update from zhi on 2014-3-7 11:55:13 +++ 
The letter is finished and sent to the BaFin on 05.03.2014. The team leader of the Bundesbank auditors received the copy of our letter.";GM Nieli Gilhaus;GM Nieli Gilhaus;2014-02-24 00:00:00.000;2014-02-28 00:00:00.000;CLOSED;TASK CLOSED from zhi on 2014-3-12 16:10:30;NULL
93;2014-02-24 00:00:00.000;3;I;"AWV report
";"Info: 
AWV report- The new report form of Foreign economic regulation is already transfered to Accounting dep.

";NULL;NULL;accounting;accounting;2014-02-24 00:00:00.000;2014-02-25 00:00:00.000;CLOSED;TASK CLOSED from zhi on 2014-3-12 11:44:01;NULL
94;2014-02-24 00:00:00.000;4;I;Linuo acc. was blocked due to an order of payment from financial court Hamburg (T €37 tax not paid);"Info:
 Linuo acc. was blocked due to an order of payment from financial court Hamburg (T €37 tax not paid)

";NULL;NULL;money laundering;money laundering;2014-02-24 00:00:00.000;2014-02-25 00:00:00.000;STILL PENDING;TASK CLOSED from zhi on 2014-3-7 10:04:10;NULL
95;2014-02-24 00:00:00.000;5;A;CIC limit control;"
CIC limit control
FX deals are done in the Treasury department and can not be seen in the OCBS. CIC limit must be tightly controlled by Risk dept.  

Based on the yestoday's limit utilization, risk dept should manually calculate the available limit and  inform treasury dep. 
How this should be done needs to be discussed.
Regarding the limit, Mr. Yu will change the keys in  BAIS for all bank counterparties.

  
";NULL;NULL;all;all;2014-02-24 00:00:00.000;2014-02-25 00:00:00.000;STILL PENDING;TASK CLOSED from zhi on 2014-3-12 11:53:09;NULL
96;2014-02-24 00:00:00.000;6;B;Fulfillment of budget target -credit business;"
Status of credit business is decreasing. Bilateral loans shall matured this year. New bilateral loans (€250 mil) need to be concluded to fulfill ho budget target, the same applies for new Schuldscheindarlehen budget(€120 mil). 

";NULL;NULL;all;all;2014-02-24 00:00:00.000;2014-02-25 00:00:00.000;STILL PENDING;NULL;NULL
97;2014-02-24 00:00:00.000;1;C;Credit Business with CCB Henan branch;"
L/G to CCB Henan Branch
PWC considers that borrower for this Guarantee should be the CCB Henan'S Chinese customer. We have concluded the contract with CCB Henan Branch. Mr. Posselt (PWC) shall approach PWC's experts and revert to us regarding the aforementioned item.
";NULL;NULL;Gilhaus pwc;Gilhaus pwc;2014-02-24 00:00:00.000;2014-02-25 00:00:00.000;STILL PENDING;NULL;NULL
98;2014-02-24 00:00:00.000;7;I;Treatment of China as a country which has received a strong equal supervision status like Germany;"
The foreign banking association is preparing a fundamental letter describing the situation for the local chinese banks in Frankfurt Germany.
";NULL;NULL;all;all;2014-02-24 00:00:00.000;2014-02-25 00:00:00.000;STILL PENDING;TASK CLOSED from zhi on 2014-3-7 10:07:24;NULL
99;2014-02-24 00:00:00.000;1;I;Circular about Bista;"Info: 
Circular about Bista was transfered to Accounting dep

";NULL;NULL;accounting;accounting;2014-02-24 00:00:00.000;2014-02-25 00:00:00.000;CLOSED;TASK CLOSED from zhi on 2014-3-12 12:04:35;NULL
100;2014-02-24 00:00:00.000;1;I;"Liquidity ratio

Building purchase




Trading book or banking book



PWC IT audit

SEPA converter problem


Overdraft limit problem .

RMB bond issuing

RMB clearing center ";"
Funds deposits VW are needed to maintain surficient liquidity ratio and improve it above 1 further.

On HO instructions the intended building purchase must be financed via returned earnings for the year 2011+2012 (€16 mil)+ profit per the year 2013(€6.5 mil), after our public auditor PWC has confirmed the 2013 final figures. Building purchase is also one risk weighted assets and will not effect much to the CAR. (according to CRR Chapter 116)

Due to numerous new FX deals, originated since 09 2013, our public auditor PWC is of the opinion that we should consider our status as trading book bank. We do not schare this opinion and tried to convince PWC from the opposite. 

PWC IT audit is carried out. No essential findings so far.

SEPA converter problem: function of return of direct debit does not work. The software must be updated. 

Overdraft limit problem will be solved next month till 20. 03 by the HO IT center.

RMB bond shall be issued latest by the beginning of May.

RMB clearing center in Germany will be set up in Frankfurt am Main. Our branch is applying for that.";NULL;NULL;all;all;2014-02-24 00:00:00.000;2014-02-25 00:00:00.000;CLOSED;TASK CLOSED from zhi on 2014-3-17 8:52:57;NULL
101;2014-02-24 00:00:00.000;1;A;Sold assets--new contracts;"
We issued the new contracts regarding the sold assets to confirm that all risks will be transfered to the other banks. The contracts fom OCBC Bank, ING Bank Hongkong, LBBW and Australian Raiffensenzentrale Bank are done. The Commerzbank confirmed orally. Mr. Gilhaus will call the Commerzbank and ask for the contract. The Standard Chartered Bank and The Standard Chartered Bank and Credit Suisse Bank have no answer.";NULL;"+++ Update from zhi on 2014-3-7 10:46:44 +++ 
Mr. Gilhaus call Commerzbank. We need to still wait.";"Marketing ";Gilhaus;2014-02-24 00:00:00.000;2014-02-25 00:00:00.000;STILL PENDING;NULL;NULL
102;2014-03-03 00:00:00.000;1;A;"trading book bank or  banking book bank

";"
Due to the numerous FX business, PWC auditor Mr. Posselt is of the opinion that we should consider our status as trading book bank. It is not clearly clarified. Mr. Wang talked to other 3 chinese banks, ask about their situation. They do not have this problem.";"Biao LI Karl Sternheimer Bo Xiong
Breunig Gilhaus Wang
Ping Li Joachim Ott 
Maoyuan Yu
Nieli";NULL;all;all;2014-03-03 00:00:00.000;2014-03-07 00:00:00.000;STILL PENDING;TASK CLOSED from zhi on 2014-3-13 9:51:59;NULL
103;2014-03-03 00:00:00.000;1;I;"Two Schuldscheindarlehen refused

Profit from FX deals





New rating system

Accrued interest for early repayment 


IT public audit


New version of BAIS

Short overview to the daily risk controll. 

Regarding to the audit finding, the related department could issue the memo to your improvement.
";"
Due to rating and lower margin, we refused the two.

Our profit from FX deals for Feburary is EUR 1.3 mil and EUR 2.4 mil for January. 
According to statitic of Treasury Dept, the existing FX business with mainland branches is as follows
50% from CCB Shandong branch,
25% from CCB Hebei branch and 17% from CCB Fujian branch

The new rating system should be carried out to evaluate our chinese customers (Authorize payment and FRP) to get a summary of our internal rating and risk bearing capacity.

Accrued interest for early repayment 
The accrued interest for the early repayment is manually booked in January. It causes the problem of Balance I. The problem is today fixed.

IT public auditors has no big finding. But lot of documents are required.

New version of BAIS 1.17 will be installed in our bank.

Short overview to the daily risk controll. 


Regarding to the audit finding, the related department could issue the memo to your improvement.
";NULL;NULL;all;all;2014-03-03 00:00:00.000;2014-03-04 00:00:00.000;CLOSED;TASK CLOSED from zhi on 2014-3-13 11:42:31;NULL
104;2014-03-03 00:00:00.000;2;A;"CIC limit ";"CIC limit
We have limit excess to the CIC due to the new regulation. We are permitted to hold our situation limit excess EUR 22 Mil for CIC limit till August 2015.
We must find a solution to the business. e. g. How to calculate the FX business in the limit calcultion? 2% or daily evaluation--2 methods
We need to clarify quickly within this week. 
";NULL;NULL;all;all;2014-03-03 00:00:00.000;2014-03-07 00:00:00.000;STILL PENDING;NULL;NULL
105;2014-03-03 00:00:00.000;3;A;FX deal with VW;"FX with VW, we got the limit USD 50 mil. The limit must be set up in the OCBS. Then we can do the business.
";NULL;NULL;credit and risk;credit and risk;2014-03-03 00:00:00.000;2014-03-07 00:00:00.000;STILL PENDING;NULL;NULL
106;2014-03-03 00:00:00.000;4;C;" The realtime OBLIGO ";"Info:
 The realtime OBLIGO in the OCBS is being developed by  IT support center. Hopfully, that we can get the live till end of March.
we can later discuss if we calculate the accrued interest in the OBLIGO calculation.



";NULL;NULL;HO IT;HO IT;2014-03-03 00:00:00.000;2014-03-31 00:00:00.000;STILL PENDING;NULL;NULL
107;2014-03-03 00:00:00.000;1;C;"GBB Rating questionare

Seminar for the new CRR, who will take part in, we must decide.";"
GBB Rating questionare

Seminar for the new CRR, who will take part in, we must decide.";NULL;NULL;risk and all;risk and all;2014-03-03 00:00:00.000;2014-03-07 00:00:00.000;STILL PENDING;NULL;NULL
108;2014-03-10 00:00:00.000;1;I;"Sold assets and FX business





The business in Foreign Dep. is going well.

FX business


We will do the business with Daimler.

Outsourcing for the New rating system

new loan business with guarantee

Online Obligo report 


CIC limit supervision

Risk overview


";"Due to the not clear assignment in the contracts, wether our sold assets must be covered by Liability Surplus, the PWC auditors are not 100% sure. 
Because of the big volume of FX forward business, according to PWC's opinion that we should be a trading book bank.
Till now we do not receive any report in writing. We will wait till Friday.

The business in Foreign Dep. is going well.
VW-well financing party in China

Profit from FX deals was USD T 450 for the first week in March. Compared to January and Febuary, it decreased because of the lower authorized payment and FRP

We will do FX business with Daimler.

For the New rating system we need a Service Level Agreement with HO considering it as an Outsourcing partner.

New loan business with guarantee from mainland branch. 

Online Obligo report will be carried out in the middle of April by our Head Office.

Calculating with 2% of FX exposure, we will get EUR 29 mil (CAR) limit usage under CIC. Calculating with 1% and market revaluation, we will get EUR 12 mil limit usage under CIC.

Risk overview
Mr. Nieli will issue the minutes of call with Mrs. Mohn about the credit unit for P.R.C. ";"Biao Li
Karl Sternheimer
Bo Xiong
Paolo Nieli 
Maoyuan Yu
Ping Li
Fantao Fu
Xiaodong Wang
Joachim Ott
Wolfgang Breunig
Ran Zhi";"+++ Update from zhi on 2014-3-13 11:22:16 +++ 
From the end of March, we will calculate risk occupation for all FX business with 1% weight plus market revalation of the FX exposure, which will release the CIC limit utilization.";all;all;2014-03-10 00:00:00.000;2014-03-11 00:00:00.000;STILL PENDING;NULL;NULL
109;2014-03-17 00:00:00.000;2;I;"Good news about isusses of sold assets and trading book bank


General provision-0.13% of our credit portfolio


Foreign business


Treasury dept.


Contracts for Authorized payment and FRP



CIC limit calculation in the system




Maoyuan Yu
system testing





Risk controlling





Cooperation with Sparkasse and telephone meeting with KPMG
";"Info:
We are still non-trading book bank.
The contracts of sold assets are considered as sub-participant contracts, which means that the obligo limit must not be used to cover the sold assets.

We build up the general provision according to the german law. HO asked for whether we build up more of the general provision till 1%. Mr. Breunig has to check the feasibility.

Foreign Dept finisched the basic information for the Daimler AG.  
Foreign Dept is preparing some documents for the VW business.

Exchange rate of CNY is lowing. The Chinese govement changes the range of the exchange rate of onshore CNY.
The profit of FX business for last week was very small due to down of the RMB exchange rate and decreasing of AP and FRP. 

FRP Contracts: we have the English version . We attach the english version to the signed contracts, new signature is not necessary.  
For the Authorized payment we have  already the English version.

CIC limit calculation in the system is still not correct. We must change it.  Because we will get more and more FX forward business requirements. Mr. Yu suggested to change the system with new method: 1%  of nominal value of FX business and daily revaluation, but with a conservative buffer. This must be decided.

Problem of Online banking-token do not work correctly: We reported to HO, and now report it to HO again and try to give pressure to HO IT to solve the problem.
We tested new function with GMPS--the mainland branches can directly do the payment at their terminals. This will reduce our manual working at the cleaing dept and reduce the operational risk.
BAIS update-CCB Hong kong install the 
Online Obligo in OCBS is still in the process in HO.

We are in the way to complement the new risk bearing capacity.
We will get the rating mapping.
The availble CAR has to be calculated to develop the business. 
We can diversify the business with low risk weight to fufill the budget, e.g. Bonds or Bank loans and so on.

About the capital injection, HO can not tell the exact date, it is in the processing in CBRC.

Mr. Sternheimer visited the Sparkasse in Berlin. The Cooperation with Sparkasse could bring us some business, e.g. credit card business, bilateral business and  foreign business.

Telephone meeting with KPMG about the audit findings of Bundes bank.

The new budget is in discussion within HO. Maybe we are asked for the 25% increas of assets.  

";"Biao Li
Karl Sternheimer
Bo Xiong
Wolfgang Breunig
Joachim Ott
Xiaodong Wang
Ping Li
Dong Fu
Maoyuan Yu
Paolo Nieli
Ran Zhi";NULL;all;all;2014-03-10 00:00:00.000;2014-03-11 00:00:00.000;CLOSED;TASK CLOSED from zhi on 17.03.2014 15:06:01;NULL
110;2014-03-24 00:00:00.000;1;C;"Short check for last meeting
";"
GBB questionare 
CRR seminar

";"Biao Li
Karl Sternheimer
Bo Xiong
Wolfgang Gilhaus
Wolfgang Breunig
Joachim Ott
Weihua Lv
Ping Li
Dong Fu
Maoyuan Yu
Paolo Nieli
Ran Zhi";NULL;all;all;2014-03-24 00:00:00.000;2014-03-25 00:00:00.000;STILL PENDING;TASK CLOSED from Zhi on 26.03.2014 09:50:28;NULL
111;2014-03-20 00:00:00.000;2;A;"Marketing I
Mr. Gilhaus";"
1. We received one invitation from CCB Luxemburg about Peugeot SA, because of the high risk, we refuse the business.

2. Credit unit of P.R.C.
We have credit outstanding for PRC unit for EUR108 mil on 21.03.2014.  If the credit unit of PRC was carried out in Germany, it means that we could not do the business with chinese background. It will be very difficult for us to do the credit business.

3. Regarding the new legal report regulation, we must send new application of software development in OA to CCB Hongkong IT support center. And then the cooperation between CCB hongkong IT support center and BSM will be considered.
Mr. Yu is working on the application draft, it will be sent out latest tomorrow. 
";NULL;"+++ Update from Zhi on 31.03.2014 11:56:53 +++ 
The application was sent to HO through OA on Friday.";"Marketing I
EDV";"Gilhaus
Yu";2014-03-24 00:00:00.000;2014-03-25 00:00:00.000;CLOSED;TASK CLOSED from Zhi on 31.03.2014 11:56:55;NULL
112;2014-03-24 00:00:00.000;3;B;"Accounting 
Mr. Breunig";"
We must deliever our preliminary financial figures for last year 2013 to the Bundesbank before the end of March. The accounting dept is preparing for that.

The accounting dept is carrying out the new loan provision according to the new instruction of HO.
";NULL;NULL;Accounting;Breunig;2014-03-24 00:00:00.000;2014-03-28 00:00:00.000;STILL PENDING;NULL;NULL
113;2014-03-24 00:00:00.000;1;I;"Foreign dept.
Mr. Ott";"
FX swap business with Dachser Group
FX swap business with Dachser Group is kind of the FX swap with customers. We never do this type business in the OCBS. The foreign dept will do the swap business with one leg spot and one leg forward. However it is possible that we can not seperate the FX swap with customers and with counterparty. Therefore it is necessary that we should firstly make the test in OCBS.


";NULL;NULL;Foreign dept;"Foreign ";2014-03-24 00:00:00.000;2014-03-25 00:00:00.000;CLOSED;TASK CLOSED from Zhi on 25.03.2014 09:41:10;NULL
114;2014-03-24 00:00:00.000;4;I;Credit Administration;"
The credit administration is working on the credit analysis of the Deutsche Bank(security investment).
";NULL;NULL;credit administration;credit administration;2014-03-24 00:00:00.000;2014-03-28 00:00:00.000;CLOSED;TASK CLOSED from Zhi on 25.03.2014 09:55:54;NULL
115;2014-03-24 00:00:00.000;2;B;"Marketing II
Mr. Fu";"
Last week Mr. Fu refused almost EUR 200 mil prefinancing because of our Obligo limit and the sold assets with other banks are almost fully used.  Mr. sternheimer will call Commerzbank and ask for the business situation.
";NULL;NULL;Marketing II;Fu;2014-03-24 00:00:00.000;2014-03-26 00:00:00.000;STILL PENDING;TASK CLOSED from Zhi on 25.03.2014 09:33:19;NULL
116;2014-03-24 00:00:00.000;3;B;"Treasury Dept
Mr. Lv";"
The Treasury Dept are planning to buy EUR 25 mil bonds issued by Deutsche Bank. This investment must be approved by HO.
Mrs. Xiong reminded that we must firstly check the related instructions from HO. about the security investment.
";NULL;NULL;Treasury Dept;Lv;2014-03-24 00:00:00.000;2014-03-25 00:00:00.000;CLOSED;TASK CLOSED from Zhi on 25.03.2014 10:07:22;NULL
117;2014-03-24 00:00:00.000;4;I;"EDV
Mr. YU";"
Customer online problem was solved during this weekend. Now EDV dept can reset the status of token. 

Overdraft limit for our customers in OCBS was solved. The risk dept have already deleted the account linkage and client linkage.

Batch remittance in GMPS for mainland branches are sucessfully carried out by CCB Fujiang Branch.

FX testing in MTS are blocked between test Kondo and test Opics. We need the support from HO to set up one new folder in the background. There are still many uncertainties to the transaction between the different systems. We need a lot of test before we carry it out in our system.

Online obligo in system is complemented.


";NULL;NULL;EDV;EDV;2014-03-24 00:00:00.000;2014-03-28 00:00:00.000;CLOSED;TASK CLOSED from Zhi on 25.03.2014 12:07:34;NULL
118;2014-03-24 00:00:00.000;5;I;Mr. Sternheimer;"
Rental contracts
We will prolong our office rental contact for half year. And we get the option to prolong another 3 monthe later.

Risk Bearing Capacity (RTF)
According to the new calculation of RTF, if the guarantee from HO is not acceptable from the Bundesbank, we can not do the AP and FRP. We must maintain the volume level from now.

Capital increasing is urgent.
";NULL;NULL;all;all;2014-03-24 00:00:00.000;2014-03-25 00:00:00.000;CLOSED;TASK CLOSED from Zhi on 25.03.2014 12:14:08;NULL
119;2014-03-24 00:00:00.000;6;A;Mr. Li;"
Considering the Risk Bearing Capacity of the bank, upon the situation of now, we can not increase the AP and FRP business, we must visit our bilateral customers and try to find other business field.
Marketing dept has to make a visit plan and get approved from GM.";NULL;NULL;Marketing;Marketing;2014-03-24 00:00:00.000;2014-03-28 00:00:00.000;STILL PENDING;NULL;NULL
120;2014-03-31 00:00:00.000;1;I;"Accounting
Mr. Breunig";"
Mr. Breunig attended a seminar about the new regulation hold by foreign bank association on 28.03.2014.
He will make an internal seminar about the new regulation when the system is ready.";"Biao Li
Bo Xiong
Wolfgang Gilhaus
Wolfgang Breunig
Xiaodong Wang
Weihua Lv
Joachim Ott
Dong Fu
Maoyuan Yu
Paolo Nieli
Ran Zhi";NULL;Accounting;Mr. Breunig;2014-03-31 00:00:00.000;2014-04-04 00:00:00.000;CLOSED;TASK CLOSED from zhi on 07.04.2014 11:53:51;NULL
121;2014-03-31 00:00:00.000;1;NULL;"Marketing I
Mr. Gilhaus
";"
One borrower unit---P.R.C.
All 5 chinese banks are working on that. We will try to find the borrower unit for §13 which is not P.R.C. for us each bank under the cooperation within the 5 banks. 
This wednesday 5 chinese banks will continually discuss the thing and try to finish the report and send out to the bundesbank.";NULL;NULL;all;all;2014-03-31 00:00:00.000;2014-04-04 00:00:00.000;STILL PENDING;NULL;NULL
122;2014-03-31 00:00:00.000;2;I;"Treasury Dept
Mr. Xiaodong Wang and Mr. Lv";"
1. The funding cost is higher in the Asia market due to the high funding demand of Chinese banks. e.g. for USD 3 month, the interest rate will be Libor+200 bps. On the other hand, we get funds from VW for EUR200 mil for 2 months on 27.03.2014. The interest rate for VW is Euribor+60 bps which is much lower than the funds from Asia market. That means that we should try to find the funds from local customers

2. The profit from FX business was EUR 0.9 min and decreased (EUR 2.2 mil for January and EUR 1.8 mil for Febuary).

3. About the new generation system, mr. Lv will arrange a meeting with HO within this week.
 ";NULL;NULL;all;all;2014-03-31 00:00:00.000;2014-04-01 00:00:00.000;CLOSED;TASK CLOSED from Zhi on 31.03.2014 13:59:43;NULL
123;2014-03-31 00:00:00.000;3;I;"Foreign Business dept
Mr. Ott and Mr. Dong Fu";"
1. Foreign business is going on well.

2. Foreign business will do the test of the FX swap with customer.

3. We sent out the contract of Sold Assets with amount USD 10 mil to KEB. We have contact to Helaba and will start the sold assets business with it. 

4. During April EUR200 mil business will matur. The marketing II will try to fill up the Authorized payment and FRP business.
 ";NULL;NULL;all;all;2014-03-31 00:00:00.000;2014-04-01 00:00:00.000;CLOSED;TASK CLOSED from Zhi on 31.03.2014 14:07:35;NULL
124;2014-03-31 00:00:00.000;4;I;"EDV
Mr. YU
";" 
The application to the new regulation reports was sent out to HO.
Hopfully, the CCB Hongkong IT support center will start the project soon.";NULL;NULL;all;all;2014-03-31 00:00:00.000;2014-04-01 00:00:00.000;CLOSED;TASK CLOSED from Zhi on 31.03.2014 14:11:37;NULL
125;2014-03-31 00:00:00.000;5;C;"Risk management
Mr. Nieli";"
1. short overview about our risk figures

2. Mr. Nieli will review the calculation of the new risk bearing capacity as soon as possible and try to find the business room.";NULL;NULL;Risk Management;Nieli;2014-03-31 00:00:00.000;2014-04-04 00:00:00.000;STILL PENDING;NULL;NULL
126;2014-03-31 00:00:00.000;6;I;"General management
Mr. Li";"
1. some infor regaring to RMB clearing center

2. Detailed calculation of risk bearing capacity is needed. The calcultation of now is maybe very conservative. ";NULL;NULL;all;all;2014-03-31 00:00:00.000;2014-04-01 00:00:00.000;CLOSED;TASK CLOSED from Zhi on 31.03.2014 14:21:18;NULL
127;2014-04-07 00:00:00.000;1;I;"Accounting dept
Mr. Breunig";"
The new legal report will continually be discussed with CCB Hongkong and BSM.
The §13 and §14 for the first quarter will be done by Mr. Gilhaus and Accounting dept. The accounting dept will take this responsibility in future and also for other legal reports.";"Biao Li
Karl Sternheimer
Bo Xiong
Wolfgang Breunig
Joachim Ott
Xiaodong Wang
Weihua Lv
Ping Li
Fantao Fu
Maoyuan Yu
Paolo Nieli";NULL;accounting dept;all;2014-04-07 00:00:00.000;2014-04-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 07.04.2014 13:54:32;NULL
128;2014-04-07 00:00:00.000;2;I;"Foreign dept
Mr. Ott";"
We had the first customer RMB deposit from Dachser GmbH for RMB 8 mil last week.
Other foreign business is going on well.";;NULL;Foreign dept.;all;2014-04-07 00:00:00.000;2014-04-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 09:05:11;NULL
129;2014-04-07 00:00:00.000;3;I;"Treasury dept
Mr. Wang
";"
The funding cost in the market is coming down since last week. 
Bond investment application will be reported to HO for approval within this week. The price of this security Deutsche Bank is 99.91% with a coupon of 3 month Euribor+25 bps .

";NULL;"+++ Update from zhi on 14.04.2014 16:03:40 +++ 
Head Office rejected our application of new bond investment.
Currently the investment of any commercial bonds will not allowed.";Treasury dept.;all;2014-04-07 00:00:00.000;2014-04-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 16:03:42;NULL
130;2014-04-07 00:00:00.000;4;I;"Credit Administration
Mrs. Li
";"
We received one schuldscheindarlehen invitation for QSC AG from Commerzbank for 5 years. The margin (+120 bps) is not so good.
Considering the current situation, the Credit Committee will discuss this business in Credit Committee meeting.

";NULL;NULL;Credit Administration;all;2014-04-07 00:00:00.000;2014-04-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 09:06:00;NULL
131;2014-04-07 00:00:00.000;5;I;"Marketing II
Mr. Fantao Fu";"
2 new FRP applications was finished by Marketing dept and the due diligence was already transfered to the Credit Administration for approval.
The risk dept must check the Rating and credit analysis.

";NULL;NULL;Marketing II;all;2014-04-07 00:00:00.000;2014-04-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 07.04.2014 14:10:15;NULL
132;2014-04-07 00:00:00.000;6;I;"EDV dept
Mr. Yu";"

The system of Multibank for SEPA is still available. We paid the invoice for EUR 13,000.

The requirement of legal reports will be carried out by CCB Hong kong and BSM. 

The realtime of Obligor will be implemented untill 19.04.2014.
";NULL;NULL;EDV;all;2014-04-07 00:00:00.000;2014-04-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 07.04.2014 14:15:52;NULL
133;2014-04-07 00:00:00.000;7;I;"Risk Management dept
Mr. Nieli
";"
Regarding the risk bearing capacity Mr. Nieli talked to Bundesbank Mr. Kirsch and Mrs. Mohn and hinted what the auditors from Bundesbank calculated is not correct. e.g. CCB Prefinancing could not be calculated in the credit portfolio due to the coverage from Liability surplus, the FX business could not be calculated with nominal value, the deposit with Bundesbank and Bundesschatzbrief could not be calculated easily with LGD 45% and so on.

We will wait for the reaction of Bundesbank.
";NULL;NULL;Risk Management dept;all;2014-04-07 00:00:00.000;2014-04-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 07.04.2014 14:42:42;NULL
134;2014-04-07 00:00:00.000;8;I;"General management
Mr. Sternheimer";"
The letter to BaFin about the P.R.C. credit unit is almost finished. We all 5 banks will send it out this week.

The final result of PWC is still been waiting.

We must get preparation for the auditing of HO.";NULL;NULL;all;all;2014-04-07 00:00:00.000;2014-04-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 07.04.2014 14:48:12;NULL
135;2014-04-07 00:00:00.000;9;I;"General Management
Mr. Li";"
Detailed and correct risk bearing capacity calculation will be very helpful to our bank.

Visiting customers and active marketing action will be currently very important. 

Mr. President Zhang of CCB will come to our branch on 21.04.2014.";NULL;NULL;all;all;2014-04-07 00:00:00.000;2014-04-08 00:00:00.000;CLOSED;TASK CLOSED from zhi on 07.04.2014 14:49:57;NULL
136;2014-04-14 00:00:00.000;1;NULL;"Accounting dept.
Mr. Breunig
";"
LCR (liquidity coverage ratio)
According to the new regulation, LCR (officially in implementation since 01.01.2015) must be more than 0.7.
However we must report the new ratio figure quarterly to the Deutsche Bundesbank. For the first quarter it must be reported at latest on 30.04.2014.

Important difference:
The institution bonds will not be classified as liquidity assets. The company bonds with very good ratings will still be classified as liquidity assets.
Off-balance business will be considered in LCR.
";"Biao Li
Karl Sternheimer
Wolfgang Breunig
Wolfgang Gilhaus
Ping Li
Joachim Ott
Dong Fu
Weihua Lv
Maoyuan Yu
Paolo Nieli
 ";NULL;Accouting dept.;all;2014-04-14 00:00:00.000;2014-04-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 14:44:15;NULL
137;2014-04-14 00:00:00.000;2;I;"Marketing I
Mr. Gilhaus
";"
Invitation for Syndicated loans

Report §14 million credit must be reported to bundesbank at latest till 23.04.2014. Since the software from BSM can not be installed in our BAIS, this report must be manually finished.

Regarding RMB bonds there is still no further progress.


";NULL;NULL;Marketing I;all;2014-04-14 00:00:00.000;2014-04-15 00:00:00.000;CLOSED;TASK CLOSED from zhi on 14.04.2014 15:01:05;NULL
